username,tweet,date
ekdumviral,Follow Ekdum Viral for more updates! . . . . . . . . #davidwarner #stevesmith #cameronbancroft #ban #ipl #ipl2018 #rajasthanroyals #sunrisershyderabad #Australia #cricketers #cricketer #cricket #ekdumviral pic.twitter.com/WxEWl1b5wc,3/28/18 6:41
ursdhampower,2009 DECCAN CHARGERS vs RCB finals. -dc franchise has been removed from #IPL 2011 #CSK vs RCB finals - csk suspended for 2 yrs.. 2016 #SRH vs #RCB finals - #DavidWarner #suspended from 1 year. Don't ever try to mess up with #RCB #IPL11 #ipl2018 #CSKReturns #PlayBold #Ipl,3/28/18 6:41
kadamshah_,à__à__à_Å à_œà¥Åà_†à_°à_¿à_¯à¥‹à_‚ IPL à_¶à¥Åà_°à¥‚ à__à¥‹ à_°à__à__ à__à¥ˆà_‚ à__à¥ˆà_¯à__à_° à__à¥‹ à_¨à__ à_¸à__à_°à¥‡ à_ªà¥‚à_°à¥‡ à_¸à__à__ à_•à__ CoverUp à_•à_°à_¨à¥‡ à_•à__ Time à_† à_—à_¯à__ #IPL11 #ipl2018,3/28/18 6:40
msdhoni_7781,Thala Dhoni @msdhoni @ChennaiIPL #MSDhoni #Dhoni #CSK #WhistlePodu #ChennaiSuperKings #IPL #IPL11 #IPL2018 pic.twitter.com/YQQc1ka5tl,3/28/18 6:39
PrabuTalkies,"#IPL Chairman #RajeevShukla ""We waited for #ICC and #CricketAustralia 's decision first.. Before barring #SteveSmith and #DavidWarner from playing in #IPL2018 .. "" pic.twitter.com/tUAe7lJ28F",3/28/18 6:37
JwlRamu,à_¸à_¨à_çâ€‹à_°à_ˆà_¸à_°à_çà_¸à_çâ€‹â€‹ à__à_ˆà__à_çà_°à__à_¬à__à__à_ç à__à_‚à_¡à_•à_çà_•à_† à_¨à_‚à__à_¨ à_¸à__à_°à_¥à_¿ à_¯à__à_°à_Å.? http:// firstnews.tv/sunrisers-hyde rabad-new-captain/11/ â€_ @SunRisers @IPL #IPL2018,3/28/18 6:34
playfantasyIN,New post is up! Click on the link to read Delhi Daredevils team analysis http:// blog.playfantasy.com/index.php/2018 /03/28/41/ â€_ #DD #DelhiDaredevils #DilDilli #IPL #IPL11 #IPL2018 pic.twitter.com/0pZtRgel0Y,3/28/18 6:32
ShardulBhusari,"Smith and Warner set to miss IPL 2018, harsh indeed. But what about Mr. Bhogle? If he misses out, that will be harsha(r)! #bestcommentator #IPL2018 #StevenSmith #DavidWarner @bhogleharsha",3/28/18 6:31
fake_bumrah_,Series Of Events. #IPL2018 #IPL #PSL2018 pic.twitter.com/FB8eWYqk0E,3/28/18 6:30
kingrishu_18,#GameplanInYourCity four team in ipl may be @RCBTweets @mipaltan @ChennaiIPL @DelhiDaredevils #IPL2018 Prediction @jatinsapru @Sir_akashchopra @StarSportsIndia,3/28/18 6:29
brijeshrock2,#MY #Favourite #TEAM #BACK #Chennai #ARMYS #READY #FOR #IPL2018 #feeling #Happy @msdhoni @ChennaiIPL @IPL @StarSportsIndia #ChennaisuperKing https:// twitter.com/ChennaiIPL/sta tus/978946050793684997 â€_,3/28/18 6:29
TheSportswallah,A look at cricketers who have bowled the most overs in @IPL https://www. sportswallah.com/cricket/photos /cricketers-who-have-bowled-most-overs-in-ipl-history â€_ #IPL2018,3/28/18 6:28
SCeuzs,"#DavidWarner à_¸à¥çà_®à_¿à_¥, à_µà__à_°à¥çà_¨à_° à_•à¥€ #IPL2018 à_¸à¥‡ à__à¥€ à_›à¥Åà_Ÿà¥çà_Ÿà¥€ #SPORTSNEWS #CRICKETNEWS #IPL2018 @IPL @rajasthanroyals @SunRisers https://www. newstracklive.com/news/smith-war ner-out-from-ipl2018-1204763-1.html â€_",3/28/18 6:28
ILikeItBro,"#IPL Chairman #RajeevShukla ""We waited for #ICC and #CricketAustralia 's decision first.. Before barring #SteveSmith and #DavidWarner from playing in #IPL2018 .. "" pic.twitter.com/BFa2pCdc5G",3/28/18 6:26
ekdumviral,Follow Ekdum Viral for more updates! . . . . . . . . #davidwarner #stevesmith #ban #ipl #ipl2018 #rajasthanroyals #sunrisershyderabad #Australia #cricketers #cricketer #cricket #ekdumviral pic.twitter.com/WShrkeXIFe,3/28/18 6:26
Indian_Dreamz,#DavidWarner #SteveSmith banned . They will not play #IPL2018 . Gud #news 4 IPL fns,3/28/18 6:25
CricketGuruBhai,#IPL2018 PACKAGE UPDATE I WILL NOT TAKE ENTIRE IPL PACKAGE. PACKAGE WILL COME ON MATCH REPORTS STARTING WILL START FROM LOW PACKAGE SO EVERYONE TAKE THE SAME WAIT FOR PACKAGE UPDATE pic.twitter.com/qnRahn1tdQ,3/28/18 6:25
jatincricket,#SteveSmith and #DavidWarner handed one-year bans by Cricket Australia after #SandpaperGate . The duo banned from leading Australia for a period of two years as well. @stevesmith49 and @davidwarner31 also suspended from @IPL #IPL2018 . pic.twitter.com/Vw4Lh6Z0ru,3/28/18 6:24
aarunakash,"#IPL Chairman #RajeevShukla ""We waited for #ICC and #CricketAustralia 's decision first.. Before barring #SteveSmith and #DavidWarner from playing in #IPL2018 .. "" pic.twitter.com/8Eel1HGHbv",3/28/18 6:23
rameshlaus,"#IPL Chairman #RajeevShukla ""We waited for #ICC and #CricketAustralia 's decision first.. Before barring #SteveSmith and #DavidWarner from playing in #IPL2018 .. "" pic.twitter.com/mULBogIVK1",3/28/18 6:21
FaaST_CricBuzz,.@VIVOIPL11T20 to begin on April 7 with MI vs CSK. Final to be played on May 27 in Mumbai. #IPL2018 #vivoIPL #IPL #IPL11,3/28/18 6:21
SouthallTravel,Did you know? #IPL2018 #VivoIPL #IPL https:// goo.gl/w2Pf27 pic.twitter.com/60NP1qmQIP,3/28/18 6:20
bhayyag123,@cricketaakash Sir don't you think that all Indian captains in IPL will make #IPL2018 less Interested or competitive? #IPL #CSK,3/28/18 6:19
saurabhgaura,@stevesmith49 ka toh pta nii but @BCCI @davidwarner31 this man should be in @IPL #IPL2018 . Cuz @CricketAus cut their own legs for 1 year.,3/28/18 6:16
thelifeline3,IPL 2018: Ajinkya Rahane Breaks Silence On Replacing Steve Smith As Rajasthan Royals Captain #AjinkyaRahane #Balltamperingrow #IndianPremierLeague #IPL2018 #SteveSmith #RajasthanRoyals http:// tllt.in/ipl-2018-ajink ya-rahane-breaks-silence-on-replacing-steve-smith-as-rajasthan-royals-captain/ â€_,3/28/18 6:11
RaajSharma777,"Shocking news, Smith & Warner banned from IPL 2018 #ipl2018 #WARNER #SMITH #BALLTEMPERING @â€_ https://www. instagram.com/p/Bg3WAb_lKqz/",3/28/18 6:11
iAmitabhishek,No place in the IPL for Smith and Warner. Cricket Australia has suspended Steve Smith and David Warner for 12 months following the ball tampering investigation. Cameron Bancroft has been suspended for nine months. #BallTamperingRow #Smith #Warner #IPL2018 pic.twitter.com/NRTKBFxoHj,3/28/18 6:11
focusedindian,@IPLselfie @IPL @TOIMumbai @TOIMumbai @MumbaiMirror #IPL2018 #vivoIPL #DavidWarner #BESTvsBEST #Warner https:// twitter.com/vrhumourus/sta tus/978930839781347328 â€_,3/28/18 6:10
Trendswoodcom,Top 10 Batsmen With Most Sixes in IPL Cricket 1. Chris Gayle - 265 2. Suresh Raina - 173 3. Rohit Sharma - 172 4. Virat Kohli - 159 5. David Warner - 159 6. MS Dhoni - 156 7. AB de Villiers - 156 8. Kieron Pollard - 147 9. Yusuf Pathan - 146 10. Yuvraj Singh - 141 #IPL2018,3/28/18 6:08
jayanthmajety,#DavidWarner banned from this year's IPL . And it will hurt the sentiments of @SunRisers badly. #IPL11 #SandpaperGate #IPL2018,3/28/18 6:07
abhijeet_02,#IPL2018 banned two teams for complete 2 years just for the reason pitch report being shared outside not even by the players but team officials. Genuinely feel all of current Oz team members shall be banned for life from #IPL for such low integrity.,3/28/18 6:07
iPrakashAluru,Its unfortunate that #Warner won't be participating in this edition of #IPL2018 #IPL #IPL11 So we need to find a capable replacement to our Icon batsman n Captain Who should don the #OrangeArmy in place of #DavidWarner #SunrisersHyderabad #Sunrisers @SunRisers,3/28/18 6:05
SanjayOfficial1,Last 10 editions of @IPL every franchise have overseas Captain for at least one time or more. 11th edition will be new all Captain's of franchise or Indians players hope it to happen with Sunrisers Hyderabad. #VIVOIPL #IPL2018,3/28/18 6:04
Parshva7939,Bye bye @stevesmith49 @davidwarner31 from the IPL this year #IPL2018,3/28/18 6:02
Bhargava5745,Commendable decision by IPL governing council... #IPL2018 will still be huge and superhit...however #DavidWarner will be missed in #IPL2018 ...,3/28/18 5:59
TyogarajahT,"As like in the past, Hope there wonâ€™t be any ugly incidents including indecent behavior of players in #IPL2018 @IPL . https:// twitter.com/icc/status/978 930653910663169 â€_",3/28/18 5:58
SushansAher,So @root66 is choice for me for @rajasthanroyals in replacement of #SteveSmith the cheater. #IPL #IPL2018,3/28/18 5:57
Sankar_SanS,"Salute to @BCCI too, because of ban for @IPL #IPL2018",3/28/18 5:56
cricswing7,No #IPL11 #IPL2018 #IPL for our awesome ausies after the #SandpaperGate incident. #SteveSmith #DavidWarner #SRH pic.twitter.com/EYbiNLlmmY,3/28/18 5:56
Sachin_rt_200,Now IPL will be the test of Indian Skippers Now ... Except Sunrisers all teams have indian skippers now ... !! All the best to all !! #IPL2018 @ImRo45 #MI @GautamGambhir #DD @msdhoni #CSK @ajinkyarahane88 #RR @DineshKarthik #KKR @ashwinravi99 #KXI @imVkohli #RCB,3/28/18 5:55
PSL2019_PSL4,For all the pre-match analysis of each and every IPL game log onto http:// Cricketnext.com this season as former India opener and commentator cricketaakash gives you the lowdown. Watch this space for more details. https://www. news18.com/cricketnext/se ries/ipl-2018.html â€_ #IPL2018 pic.twitter.com/sLstj9ZfeI,3/28/18 5:53
shinils,"#IPL2018 : #SteveSmith , #DavidWarner barred by #BCCI following #CricketAustralia ban https://www. hindustantimes.com/cricket/steve- smith-david-warner-barred-by-bcci-from-participation-in-ipl-2018/story-LxHuGqMpIjdDwj3qhSt1hK.html â€_ #IPL #Cricket #SportsNews",3/28/18 5:53
wozzajt,@rajasthanroyals please sign Joe Root as an ideal replacement for Steve Smith. Amazing he wasnâ€™t picked up in the auction originally #SteveSmith #IPL2018 #IPL,3/28/18 5:52
cricketnext,For all the pre-match analysis of each and every @IPL game log onto http:// Cricketnext.com this season as former India opener and commentator @cricketaakash gives you the lowdown. Watch this space for more details. https://www. news18.com/cricketnext/se ries/ipl-2018.html â€_ #IPL2018 pic.twitter.com/kGd2GTP3p5,3/28/18 5:52
satishnm17,#Smith and #Warner banned for this #IPL #IPL2018 all 8 teams leading by #Indian captaincy.,3/28/18 5:51
krunalofficial,Now Following all the @IPL Teams for #IPL2018 Latest News & Updates 1. @ChennaiIPL 2. @DelhiDaredevils 3. @lionsdenkxip 4. @KKRiders 5. @mipaltan 6. @rajasthanroyals 7. @RCBTweets 8. @SunRisers #BESTvsBEST #IPL11,3/28/18 5:51
HD1_SpOrTS,Sad News; BCCI dropped both David Warner and Steve Smith from 2018 IPL after Cricket Australia imposed one year ban... #IPL2018 #VIVOIPL,3/28/18 5:49
suvarnanewstv,à_êà_ªà_¿à__à__à_ç: à__à_ˆà__à_°à__à_¬à__à__à_ç à__à_‚à_¡à_•à_çà_•à_† à_‡à_¬à_çà_¬à_°à__à_çà__à_¿ à_ªà_ˆà_ªà_‹à_Ÿà_¿ #Kannadanews #IPL #IPL2018 http:// kannada.asianetnews.com/sports/ipl-201 8-david-warner-steps-down-as-captain-of-sunrisers â€_,3/28/18 5:48
abhayma,Warner and Smith #banned for 1 year and Bancroft banned for 9 months . No big bucks through IPL also. These #cheaters #deserved that. #IPL2018 #SRH #RR #SteveSmith #DavidWarner #Australia #cricket #SandpaperGate https:// twitter.com/espncricinfo/s tatus/978937326452858880 â€_,3/28/18 5:45
iAmHrit,So IPL took the correct decision of not including Steve Smith and David Warner in #IPL2018 Great decision,3/28/18 5:44
ChouhanAshwin,Who should replace smith in #RR ? #SteveSmith #smith @IPL #IPL11 #IPL2018,3/28/18 5:43
STsportsUK,Rajasthan Royals' Travel packages for #IPL2018 are here! BOOK 5-night deal for as low as Â£965pp! https:// goo.gl/KcCpwP #IPL #VivoIPL pic.twitter.com/t3QcHwGCaL,3/28/18 5:42
CatchNews,#IPL2018 : #SteveSmith stepped down from #RajasthanRoyals captainship and #DavidWarner had stepped down as #SunrisersHyderabad captain and now #BCCI has barred them from IPL 's 11th season https:// goo.gl/YvYnYZ,3/28/18 5:42
panthisaroj7,"Steve smith, David warner handed 12-month bans by Cricket Australia. Cameron Bancroft banned for 9 months. #IPL2018 :Steve Smith & David Warner Won't Take Part in IPL 2018: BCCI #DavidWarner #SteveSmith",3/28/18 5:42
OTEFANS,Watch OTE every Monday at 8PM on HTV Channel RT @iOnlySRKFan : RT @SRKsDevotee : KKR vs RCB Expected Playing 11 | VIVO IPL 2018 Match Preview #KKRvRCB #RCBvKKR #KKRvsRCB #RCBvsKKR #IPL #IPL11 #IPL2018 @K â€_,3/28/18 5:41
ZEE_SPORTS,Breaking News: Confrm Steve Smith And David Warner Will N0t Play In This Year's IPL #IPL2018 - #PrinCe IdreeS,3/28/18 5:40
IPL_Update,#Sandpaper #SandpaperGate #IPL2018 https:// twitter.com/IPL_Update/sta tus/978931784120496128 â€_,3/28/18 5:39
kothariyashesh,Forget dropping him as a captain. I think Smith's IPL contract will be revoked. #RR #IPL2018,3/28/18 5:38
Wania_Ather,"After the Australian Cricket Board's ban, Chairman of IPL has also announced to ban the Aussies duo from IPL2018 .",3/28/18 5:38
TimorousAF,"IPL ban for @davidwarner31 , so fukin unfair, Stay strong #OrangeArmy @SunRisers gonna miss uh @davidwarner31 #BallTamperingRow #DavidWarner #IPL2018 #DavidWarner #SandpaperGate",3/28/18 5:38
SACricketmag,NEWS: Steve Smith and David Warner have been kicked out of the IPL following the 12-month bans imposed by Cricket Australia for their part in the ball-tampering plot in the third Test against South Africa. #BallTamperingRow #BallTampering #IPL2018 https:// shar.es/1LzLqn,3/28/18 5:37
cricswing7,JUST IN : Whoa...12 months ban for both Smith and Warner. Donâ€™t see either of them playing in the IPL too. #SandpaperGate They will not be playing in #IPL11 #IPL #IPL2018 #SRH #DavidWarner #SteveSmith #BallTamperingRow #RR #HallaBol #OrangeArmy,3/28/18 5:36
kapilchitragupt,"I Want 2 C Them Both In #IPL2018 , At Least For Their Talent Sake.........Only Big Horses Stumble During The Courses.........They Deserve This Chance........",3/28/18 5:36
moktann9,"@CricketAus well done. But seeing ur country going down, will they feature in #ipl2018 #smith #warner @IPL",3/28/18 5:34
bellichukki,à_•à_¨à_çà_¨à_¡à__à__à_çà__à_¿ à_êà_ªà_¿à__à__à_ç: à_¨à_Ÿ à_¶à_¿à_µà_£à_çà_£ à_°à__à_¯à__à__à_°à_¿! http:// dhunt.in/3MLqI?ss=twt&s =i â€_ Dr. #Shivarajkumar #Kannada #ESCN #eesalacupnamde #IPL2018 @IPL @RCBTweets @OnlyShivanna @shivuaDDa,3/28/18 5:33
AatifAzio,"#IPL squads are awesome. ""Mooris, Munro, Jasson Roy & Maxwell"" are in Delhi daredevils. #IPL2018",3/28/18 5:33
adhirajsinh,As Expected... Steve Smith and David Warner suspended for 12 months and as well IPL suspended both too... #DavidWarner #SteveSmith #BallTamperingRow #IPL11 #IPL2018 https:// twitter.com/MomentsAU/stat us/978913231581298689 â€_,3/28/18 5:33
alensandosh,A year banned and in no ipl as well.. a deserved one and a good lesson to be learned #SteveSmith #DavidWarner #BallTamperingRow #CricketAustralia #IPL2018,3/28/18 5:32
MyFussbllTweets,"If I had to choose another candidate for the SunRisers Hyderabad captaincy, then I would choose Bhuvneshwar #Kumar . I think he has the qualities to be a good leader on and off the pitch. #SRH #IPL #IPL2018",3/28/18 5:31
thelifeofsashii,"After standing down from team captaincies, @IPL confirm Smith and Warner will not take part in #IPL2018 .",3/28/18 5:29
imsaksham027,Smith and Warner have been banned for 12 months. Feeling sad for them but they deserved it. But I feel they must not be banned from playing in IPL . #DavidWarner #BallTamperingRow #CricketAustralia #SRH #cricketcrisis #SteveSmith #IPL2018,3/28/18 5:28
CricketMillenn1,Breaking : smith and warner will not allowed to play ipl 2018 confirms rajiv shukla #ipl #IPL2018 #IPL11 #SRH #RRR,3/28/18 5:26
OurNagpur,"BREAKING: Steve Smith And David Warner Given 12-month Ban By Cricket Australia Board. Cameron Bancroft Given Nine-month Ban. In a related development, #SteveSmith and #DavidWarner won't be allowed to play in #IPL2018 as well.. #IPL pic.twitter.com/gJ3pTjYfw2",3/28/18 5:26
rajeshbecool,First #IPL2018 with out foreign captain??? #DavidWarner #DavidWarner ipl #IPL @ChennaiIPL @DelhiDaredevils @RCBTweets @rajasthanroyals @SunRisers @mipaltan @KKRiders @lionsdenkxip,3/28/18 5:25
_seven_shots_,"To be fair to the #IPL , the #BCCI did say BEFORE the bans were announced that should Warner & Smith be suspended by Australia then they can't feature in #IPL2018 #DavidWarner #BallTamperingRow #StevenSmith #SevenShots pic.twitter.com/1uD03RSqxx",3/28/18 5:24
igtamil,KNOW THE IPL TEAM - #RajasthanRoyals #IPL2018 https://www. indiaglitz.com/ipl-team-previ ew-rajasthan-royals--tamil-news-210241 â€_,3/28/18 5:24
itz_abhis,By @stevesmith49 and @davidwarner31 being ruled out of ipl . if sunrises pick an Indian captain then we can see all indian captain's for #IPL11 #IPL2018 first time in ipl history @SunRisers,3/28/18 5:24
gsancus,it's really a shame! such waste of a talent ! i highly doubt will they be the same players they are now after a year of ban ? so much for a confidence #DavidWarner #StevenSmith #SteveSmith #IPL #IPL2018 #sandpapergate #sunrisers #RajasthanRoyals #BallTampering #Bancro,3/28/18 5:24
Prakash2007,2017 IPL Smith : Captain RPS : Finalist Harsh Goenka : Owner Dhoni : who is he? 2018 IPL Smith : Banned RPS: ?? Dhoni: Captain Harsh Goenka : Who is he? Karma is a bitch #IPL2018 #BallTamperingRow #CSK #SteveSmith #SandpaperGate #MSD,3/28/18 5:24
BimalMirwani,#Smith and #Warner won't play in this year's #IPL ! #IPL2018 #IPL11 #Cricket https:// battingwithbimal.com/2018/03/28/ste ve-smith-warner-banned-2018-ipl/ â€_,3/28/18 5:22
NewsCodeIndia,"à_¬à¥‰à__ à_Ÿà¥ˆà_®à¥çà_ªà_°à_¿à_‚à_—: ICC à_•à¥‡ à_¬à__à__ BCCI à_¨à¥‡ à__à¥€ à_¸à¥çà_Ÿà¥€à_µ à_¸à¥çà_®à_¿à_¥ à_”à_° à_¡à¥‡à_µà_¿à_¡ à_µà¥‰à_°à¥çà_¨à_° à_•à¥‹ à_•à_¿à_¯à__ à_†à_‰à_Ÿ, à_¨à__à¥€à_‚ à_–à¥‡à__ à_¸à_•à¥‡à_‚à_—à¥‡ IPL 2018 #BallTampering #SteveSmith #DavidWarner #Australia #1YearBan #IPL2018 #BCCI #RajivShukla http:// newscode.in/steve-smith-an d-david-warner-banned-from-ipl-2018-by-bcci-over-ball-tampering-scandal/ â€_",3/28/18 5:22
kathir_twits,à®…à®Ÿà®¿à®•à¯çà®•à®¿à®± à®µà¯†à®¯à®¿à®_à¯Åà®•à¯çà®•à¯Å #IPL à®®à®Ÿà¯çà®Ÿà¯Åà®®à¯‡ à®†à®±à¯Åà®_à®_à¯ç à®_à®°à®ªà¯çà®ªà¯‹à®•à®¿à®±à®_à¯Å !!! #IPL2018,3/28/18 5:21
Nai_Dunia,à_¬à¥ˆà_¨ à_•à¥€ à_µà_œà__ à_¸à¥‡ à_†à_ˆà_ªà¥€à_èà__ à_¸à¥‡ à__à¥€ à_¬à__à__à_° à__à¥Åà_è à_¸à¥çà_®à_¿à_¥ à_”à_° à_µà¥‰à_°à¥çà_¨à_° https:// bit.ly/2I6wgvG @stevesmith49 @davidwarner31 @IPL #IPL2018 pic.twitter.com/nPwJ7j4UFs,3/28/18 5:20
officialDhoniFC,Sad News; BCCI dropped both David Warner and Steve Smith from 2018 IPL after Cricket Australia imposed one year ban... #IPL2018 #VIVOIPL,3/28/18 5:20
Geo_CricBuz,Breaking News: After Standing Down From Team Captaincies IPL Confirm S Smith And D Warner Will N0t Take Part In #IPL2018 - #PrinCe IdreeS,3/28/18 5:19
BCCI_Tv,Sad News; BCCI dropped both David Warner and Steve Smith from 2018 IPL after Cricket Australia imposed one year ban... #IPL2018 #VIVOIPL,3/28/18 5:19
ICCLive_365,JUST_IN: Steven Smith David Warner Not Allowed To Play IPL This Year: Rajiv Shukla #IPL2018 #vivoIPL11 - Follow @IPL11Live,3/28/18 5:18
BCCISportsTv1,"After standing down from team captaincies, IPL confirm Smith and Warner will not take part in #IPL2018 . pic.twitter.com/yQxAMDVDpt",3/28/18 5:18
Khan1234Mohd,"Will miss u warner in #Ipl2018 #Orangearmy comeback strong nxt year. Will miss your leadership,performance and your celebrating moment in ipl",3/28/18 5:17
HRS_Cricket,Sad News; BCCI dropped both David Warner and Steve Smith from 2018 IPL after Cricket Australia imposed one year ban... #IPL2018 #VIVOIPL,3/28/18 5:16
BdArifur,"#Nonsense cricket austrilia. After standing down from team captaincies, @IPL confirm Smith and Warner will not take part in #IPL2018 . pic.twitter.com/10k3h0FTwW",3/28/18 5:16
SportsInsiderD,Official Announcement: Steve Smith and David Warner banned from IPL 2018 - Rajiv Shukla Chairman of IPL confirmed. #IPL2018 #SmithWarner #DavidWarner #BallTamperingScandal #SteveSmith #IPL #SunrisersHyderabad #RajasthanRoyals #CricketAustralia pic.twitter.com/tjCoTKF1UM,3/28/18 5:15
angry_rantman,WE might see Joe Root playing his debut IPL season this year and might replace that _______ in @rajasthanroyals .....!!!!! IT will be great to see how he goes about in the best cricket league on this planet....!!!!! #IPL2018 #IPL11,3/28/18 5:15
im_dhoni7,Sad News; BCCI dropped both David Warner and Steve Smith from 2018 IPL after Cricket Australia imposed one year ban... #IPL2018 #VIVOIPL,3/28/18 5:15
vKohli0fficial,"Sad News; BCCI dropped both David Warner and Steve Smith from 2018 IPL after Cricket Australia imposed one year ban... #IPL2018 #VIVOIPL """,3/28/18 5:15
imdhoni7,Sad News; BCCI dropped both David Warner and Steve Smith from 2018 IPL after Cricket Australia imposed one year ban... #IPL2018 #VIVOIPL,3/28/18 5:15
ENG_CricBuzz,Breaking News: After Standing Down From Team Captaincies IPL Confirm S Smith And D Warner Will N0t Take Part In #IPL2018 - #PrinCe IdreeS,3/28/18 5:15
VIVOIPL_T20,Sad News; BCCI dropped both David Warner and Steve Smith from 2018 IPL after Cricket Australia imposed one year ban... #IPL2018 #VIVOIPL,3/28/18 5:14
inandoutcinema,"à®¸à¯çà®®à®¿à®_à¯ç, à®µà®_à®°à¯çà®©à®°à¯ç à®®à¯€à®_à¯Å à®…à®_à®¿à®°à®Ÿà®¿ à®¨à®Ÿà®µà®Ÿà®¿à®•à¯çà®•à¯ˆ à®_à®Ÿà¯Åà®_à¯çà®_ à®†à®¸à¯çà®_à®¿à®°à¯‡à®_à®¿à®¯ à®•à®¿à®°à®¿à®•à¯çà®•à¯†à®Ÿà¯ç à®µà®_à®°à®¿à®¯à®®à¯ç http://www. inandoutcinema.com/news/smith-war ner-got-big-punishment-to-aus-cricket-counsil-inandout-cinema â€_ #IPL #CricketAustralia #cricketcrisis #IPLtickets #IPL2018 pic.twitter.com/rTVE0Q9IZw",3/28/18 5:14
skrishn7,Warner leni #srh ni choodam kastaham ga undhi masteru...... #DavidWarner #ipl #IPL2018 #IPL11,3/28/18 5:14
greymind43,No IPL this year for Steve Smith and David Warner http:// xtratime.in/no-ipl-this-ye ar-for-steve-smith-and-david-warner/ â€_ #XtraTime #DavidWarner #StevenSmith #IPL2018 #Cricket pic.twitter.com/CdkTNc7I9g,3/28/18 5:13
swapniltalks,The best replacement for Warner or Smith in IPL should be Hashim Amla ...He is the closest player that can replace these players especially warner #IPL11 #IPL #IPL2018 #SRH #DavidWarner #BallTamperingRow #VIVOIPL,3/28/18 5:12
iDTeluguNews,. @davidwarner31 and @stevesmith49 banned from playing IPL 2018. #IPL #IPL2018 #DavidWarner #SteveSmith #CricketAustralia #Australia #iDreamNews Smith & Warner Subscribe to http:// bit.ly/iDreamNews pic.twitter.com/bt752iVv2B,3/28/18 5:12
HaribhoomiNews,IPL 2018: à_¸à¥çà_®à_¿à_¥-à_µà¥‰à_°à¥çà_¨à_° à_ªà_° à_¬à¥ˆà_¨ à_•à¥çà_¯à__ à__à_—à__ IPL à_¨à¥‡ à__à¥‹ à_‡à__à_¿à__à__à_¸ à__à¥€ à_°à__ à__à_¿à_¯à__..à_†à_œà__à_• à_êà_¸à__ à_•à__à¥€ à_¨à__à¥€à_‚ à__à¥Åà_† à_¥à__...à_èà_• à_•à¥çà__à_¿à_• à_®à¥‡à_‚ à_ªà_¢à__à_¿à_è à_ªà¥‚à_°à__ à_®à__à_®à__à__.. http://www. haribhoomi.com/sports/ipl-201 8-all-indians-players-captain-in-ipl-first-time â€_ #IPL2018 #BallTampering #SteveSmith #DavidWarner pic.twitter.com/v5aTNRS5a0,3/28/18 5:12
BCCI_Score,Sad News; BCCI dropped both David Warner and Steve Smith from 2018 IPL after Cricket Australia imposed one year ban... #IPL2018 #VIVOIPL,3/28/18 5:12
syedhussain_,. @CricketAus à_•à¥‡ à_¬à__à__ @BCCI à_•à__ à__à¥€ à_¶à__à_¨à__à__à_° à_«à__à¥ˆà_¸à__à__... @stevesmith49 à_”à_° @davidwarner31 à_•à¥‹ @IPL à_¸à¥‡ à_•à_¿à_¯à__ à_¬à__à__à_°... #IPL2018,3/28/18 5:11
4NewsTamil,"#Smith #Warner #Australia #Cricket #CricketAustralia #IPL #IPL2018 #OneYearBan à®¸à¯çà®®à®¿à®_à¯ç, à®µà®_à®°à¯çà®©à®°à¯ç à®“à®°à®_à®£à¯çà®Ÿà¯Å à®_à®Ÿà¯ˆ à®µà®¿à®_à®¿à®_à¯çà®_à®_à¯Å à®•à®¿à®°à®¿à®•à¯çà®•à¯†à®Ÿà¯ç à®†à®¸à¯çà®_à®¿à®°à¯‡à®_à®¿à®¯à®_ https:// 4tamilnews.com/smith-warner-o ne-year-ban/ â€_",3/28/18 5:11
im_viratkohli,Sad News; BCCI dropped both David Warner and Steve Smith from 2018 IPL after Cricket Australia imposed one year ban... #IPL2018 #VIVOIPL,3/28/18 5:11
im_dhoni,Sad News; BCCI dropped both David Warner and Steve Smith from 2018 IPL after Cricket Australia imposed one year ban... #IPL2018 #VIVOIPL,3/28/18 5:11
rootfaheem,Yes. @bhogleharsha . I think they ( @CAComms @IPL ) are just overreacting on this. They are going to end their cricket carrier. It's the ball tampering. They should be punished by considering this. There are lot more bad things done but no one think about that. #IPL2018 #DavidWarner https:// twitter.com/bhogleharsha/s tatus/978912076189044736 â€_,3/28/18 5:10
DeccanChronicle,"Steve Smith, David Warner barred from IPL 2018; Sunrisers Hyderabad, Rajasthan Royals to get replacements https://www. deccanchronicle.com/sports/cricket /280318/steve-smith-david-warner-indian-premier-league-sunrisers-hyderabad-raj.html â€_ #SRH #RR #IPL2018 #SteveSmith #DavidWarner #hyderabadnews pic.twitter.com/XENhsmoR1k",3/28/18 5:10
najibnaseri786,Itâ€™s official now - NO @IPL for @davidwarner31 & @stevesmith49 #DavidWarner #SteveSmith #CricketAustralia #IPL2018 #BCCI,3/28/18 5:09
_DCSports,"Steve Smith, David Warner barred from IPL 2018; Sunrisers Hyderabad, Rajasthan Royals to get replacements https://www. deccanchronicle.com/sports/cricket /280318/steve-smith-david-warner-indian-premier-league-sunrisers-hyderabad-raj.html â€_ #SRH #RR #IPL2018 #SteveSmith #DavidWarner #hyderabadnews pic.twitter.com/fnCpKVMTjJ",3/28/18 5:09
rpbreakingnews,#BreakingNews @BCCI @davidwarner31 @stevesmith49 @rajasthanroyals @SunRisers @IPL @drcpjoshi #ipl2018 pic.twitter.com/wcXB1k92IW,3/28/18 5:09
